"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3189011";"";"None";"386.58";"1";"5.87";"Testosterone Isocaproate";"CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C";"EC50";"'='";"11200.0";"nM";"4.95";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL450613";"ZERANOL";"-1.0";"322.40";"0";"3.29";"Zearalanol";"C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1";"EC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL497554";"";"None";"502.43";"1";"4.85";"45";"Cn1c(-c2ccc(-n3ccnc3S(C)(=O)=O)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1";"EC50";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995591";"Agonist activity at human PXR";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150311";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL522572";"";"None";"478.43";"1";"6.63";"42";"Cc1cn(-c2ccc(-c3nnc(C4(c5ccc(Cl)cc5)CCC4)n3C)c(Cl)c2)c(C2CC2)n1";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995591";"Agonist activity at human PXR";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150311";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL62136";"T091317";"None";"481.34";"0";"4.76";"4; 10901317";"O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";""
"CHEMBL3318980";"";"None";"283.76";"0";"3.77";"9h";"Cc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12";"EC50";"'='";"8800.0";"nM";"5.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL3318977";"";"None";"323.83";"0";"4.73";"9e";"Clc1ccc(C2(c3nnc4c(C5CCC5)cccn34)CC2)cc1";"EC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL3318969";"";"None";"439.92";"0";"4.66";"3i";"CS(=O)(=O)c1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12";"EC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364417";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351978";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL2164226";"";"None";"597.52";"2";"5.43";"15";"CC(C)(O)c1nc(-c2cccc3c2N(S(=O)(=O)c2ccc(OC(F)F)cc2)Cc2ccc(C(F)(F)F)nc2N3)no1";"EC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"8.37";"0.17";"-0.43";"3.83";"0";"CHEMBL2168757";"Activation of PXR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163341";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";"";""
"CHEMBL4846228";"";"None";"410.50";"0";"3.59";"48";"COc1ccc(C#N)cc1-n1nnc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c1C";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4834541";"Agonist activity at human PXR expressed in HepG2 cells co-expressing luciferase gene under control of CYP3A4 promoter incubated for 24 hrs by luciferase reporter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834393";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 24.0 hr";""
"CHEMBL4078188";"";"None";"519.58";"2";"6.39";"29";"CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12";"EC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4015597";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014311";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL4868133";"";"None";"688.54";"2";"8.98";"98";"COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12";"EC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4843602";"Transactivation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842348";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"ACTIVATOR"
"CHEMBL4782326";"";"None";"700.62";"2";"5.04";"18";"CC(C)(O)CN1C(=O)[C@H](F)C[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12";"EC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4673120";"Inverse agonist activity at PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665919";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";""
"CHEMBL1478";"LITHOCHOLIC ACID";"None";"376.58";"1";"5.51";"LCA";"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2399371";"Agonist activity at PXR (unknown origin) expressed in human HepG2 cells assessed as induction of CYP3A4 transactivation after 16 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396543";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307718";"";""
"CHEMBL81";"RALOXIFENE";"4.0";"473.59";"1";"6.08";"7";"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"EC50";"'='";"11710.0";"nM";"4.93";"";"";"UO_0000065";"10.41";"0.20";"-1.15";"7.04";"0";"CHEMBL2399371";"Agonist activity at PXR (unknown origin) expressed in human HepG2 cells assessed as induction of CYP3A4 transactivation after 16 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396543";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307718";"";""
"CHEMBL4519186";"";"None";"262.33";"0";"-0.84";"4";"CCNC1=N[C@@H]2[C@@H](OC)[C@H](O)[C@@H](CO)O[C@@H]2S1";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4355805";"Activation of PXR (unknown origin) assessed as CYP3A4 induction";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4354805";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL79834";"SPIRAMIDE";"-1.0";"383.47";"0";"3.02";"AMI-193";"O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2";"EC50";"'='";"31600.0";"nM";"4.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3531878";"Competitive binding affinity to human PXR LBD (111 to 434) by TR-FRET assay";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3525965";"1";"Scientific Literature";"Drug Metab Dispos";"2011";"None";"";""
"CHEMBL3334825";"";"None";"453.02";"0";"3.48";"30";"CC(C)[C@@H](NC(=O)CCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1";"EC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"10.16";"0.20";"1.12";"5.12";"0";"CHEMBL3366540";"Transactivation of human full-length PXR transfected in human HepG2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351798";"1";"Scientific Literature";"J Med Chem";"2014";"CHEMBL3307718";"";""
"CHEMBL4457973";"";"None";"412.90";"0";"4.30";"16";"C[C@H](Nc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl)c1cccnc1";"EC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"13.38";"0.29";"1.22";"6.58";"0";"CHEMBL4415866";"Agonist activity at PXR in human DPX2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414586";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4212978";"";"None";"618.54";"1";"4.26";"35";"CC(C)(O)[C@H](F)CNC(=O)C[C@@H]1CCc2cc(C(O)(C(F)(F)F)C(F)(F)F)ccc2N1S(=O)(=O)c1ccc(F)cc1";"EC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4182854";"Transactivation of PXR in human HepG2 cells by receptor transactivation assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177737";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";""
"CHEMBL4297626";"NIDUFEXOR";"2.0";"487.94";"1";"5.17";"1; LMB763";"Cn1nc(C(=O)N(Cc2ccccc2)Cc2ccc(C(=O)O)cc2)c2c1-c1cc(Cl)ccc1OC2";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4404148";"Agonist activity at PXR (unknown origin) incubated for 2 hrs by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402557";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";""
"CHEMBL3622137";"";"None";"449.58";"0";"4.53";"18";"CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C)s3)nc21";"EC50";"'>'";"16000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3625504";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621098";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";""
"CHEMBL496714";"";"None";"492.33";"1";"6.46";"43";"Cn1c(-c2ccc(-n3ccnc3C(F)(F)F)cc2Cl)nnc1C1(c2ccc(Cl)cc2)CCC1";"EC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL995591";"Agonist activity at human PXR";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150311";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL4068023";"";"None";"698.75";"2";"8.80";"27";"CCOc1ccc2c(C(=O)N[C@H](c3ccccc3)C(F)(F)F)c(CN3CCC(N4CCCCC4)CC3)c(-c3cccc(C(F)(F)F)c3)nc2c1";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3997736";"Activation of PXR (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3994677";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";""
"CHEMBL4644751";"";"None";"388.39";"0";"4.03";"2";"C[C@H](C(=O)Nc1ccc(F)cc1)C12CC(NC(=O)c3ccc(F)c(F)c3)(C1)C2";"EC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4622423";"Activation of PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619812";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";""
"CHEMBL4874944";"";"None";"601.98";"2";"7.02";"30d";"C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl";"EC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"8.67";"0.18";"-1.80";"6.22";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST"
"CHEMBL4866161";"";"None";"545.58";"2";"6.40";"30j";"C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1ccccc1C";"EC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"9.72";"0.19";"-1.10";"6.32";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST"
"CHEMBL4846685";"";"None";"600.44";"2";"7.39";"30m";"C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(Cl)cccc1Cl";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4868432";"";"None";"569.96";"2";"6.49";"31a";"O=C(O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(/C=C/c3c(F)cccc3Cl)ccc2O1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4860324";"";"None";"521.51";"2";"5.20";"34e";"COc1cccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4869479";"";"None";"533.57";"2";"6.32";"34g";"CC(C)c1ccc(-c2ccc3c(c2)N(S(=O)(=O)c2cccc(C(F)(F)F)c2)C[C@H](CCC(=O)O)O3)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4865657";"";"None";"555.52";"2";"6.11";"37a";"CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4858971";"";"None";"557.49";"1";"4.83";"57";"O=C(O)[C@@H](O)CC[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4445144";"";"None";"459.93";"1";"5.06";"22";"COc1ccc(F)c([C@H](C)Nc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2Cl)c1";"EC50";"'='";"1680.0";"nM";"5.78";"";"";"UO_0000065";"12.56";"0.27";"0.71";"7.19";"0";"CHEMBL4415866";"Agonist activity at PXR in human DPX2 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414586";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";""
"CHEMBL4848784";"";"None";"582.00";"2";"6.46";"30c";"C/C(=C\c1ccc2c(c1)N(S(=O)(=O)c1cccc(OC(F)F)c1)C[C@H](CCC(=O)O)O2)c1c(F)cccc1Cl";"EC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"8.66";"0.18";"-1.42";"5.41";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"AGONIST"
"CHEMBL4870074";"";"None";"541.49";"2";"5.72";"36";"C[C@H](C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)ccc3F)ccc2O1)C(=O)O";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4839622";"Agonist activity at human PXR-gamma expressed in HEK293 cells assessed as transcriptional activity in presence of ursolic acid by Gal4-luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837250";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL4571076";"";"None";"484.43";"1";"6.04";"5";"COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F";"EC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701268";"Transactivation of PXR in human HepG2 cells";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HepG2";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"ACTIVATOR"
"CHEMBL4871326";"";"None";"654.62";"2";"6.20";"1; BMS-986251";"C[C@H]1C[C@H](C(=O)O)CC[C@H]1NN1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12";"EC50";"'>'";"5000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4820819";"Inverse agonist activity at PXR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4819034";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";""
"CHEMBL3781062";"";"None";"389.47";"None";"None";"6; sila-T";"C[Si](C)(O)c1ccc(N(CC(F)(F)F)S(=O)(=O)c2ccccc2)cc1";"EC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"15.55";"None";"None";"None";"0";"CHEMBL3784294";"Agonist activity at human PXR transfected in HEK293 cells after 24 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779847";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307715";"";""
"CHEMBL4209316";"";"None";"445.50";"0";"4.38";"4; BMS-932481";"CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1";"EC50";"'>'";"2700.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4700794";"Transactivation of PXR (unknown origin) assessed as CYP450 induction";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3401";"Pregnane X receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699441";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";""
